1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,x
2,12,1,0,0,1,0,0,0,0,0,1,0,1,0,0,94.5,170.2,63.8,53.5,2024,0,0,0,1,0,0,0,0,0,1,0,0,0,0,97,0,1,0,0,0,0,0,0,11,21,9.4,43,12,31,37,136,0
26,11,1,1,0,0,1,0,0,1,0,0,0,1,0,0,93,157.3,63.8,50.8,2145,0,0,0,1,0,0,0,0,0,1,0,0,0,0,98,0,0,0,0,0,0,1,0,7,23,7.6,2,16,24,30,142,0
46,19,1,0,0,1,0,0,0,0,1,0,0,1,0,0,95.7,166.3,64.4,52.8,2140,0,0,0,1,0,0,0,0,0,1,0,0,0,0,98,0,1,0,0,0,0,0,0,13,9,9,44,8,28,34,171,1
26,13,1,0,0,1,0,0,0,0,1,0,0,0,1,0,107.9,186.7,68.4,56.7,3075,0,0,1,0,0,0,0,0,0,1,0,0,0,0,120,0,0,0,0,0,1,0,0,22,1,8.4,57,10,19,24,43,1
37,14,1,0,0,1,0,0,0,0,0,1,0,1,0,0,103.3,174.6,64.6,59.8,2535,0,0,0,1,0,0,0,0,0,1,0,0,0,0,122,0,1,0,0,0,0,0,0,19,26,8.5,53,10,24,30,166,0
48,20,1,0,0,1,0,0,0,0,1,0,0,1,0,0,97.3,171.7,65.5,55.7,2212,0,0,0,1,0,0,0,0,0,1,0,0,0,0,109,0,0,0,0,0,1,0,0,13,24,9,51,13,27,34,156,0
24,14,1,0,0,1,0,0,0,0,1,0,0,1,0,0,93.7,167.3,63.8,50.8,1989,0,0,0,1,0,0,0,0,0,1,0,0,0,0,90,0,1,0,0,0,0,0,0,4,19,9.4,42,16,31,38,120,0
6,12,1,0,0,1,0,0,0,0,0,1,0,1,0,0,100.4,184.6,66.5,56.1,3296,0,0,0,0,0,1,0,0,0,0,1,0,0,0,181,0,0,0,0,0,1,0,0,21,20,9,19,12,17,22,37,1
51,15,1,0,0,0,1,1,0,0,0,0,0,0,1,1,89.5,168.9,65,51.6,2800,0,0,0,0,1,0,0,0,0,0,1,0,0,0,194,0,0,0,0,0,1,0,0,33,8,9.5,31,20,17,25,96,0
3,8,1,0,0,0,1,0,0,1,0,0,0,1,0,0,93.1,159.1,64.2,54.1,1890,0,0,0,1,0,0,0,0,0,1,0,0,0,0,91,0,1,0,0,0,0,0,0,7,15,9,42,10,30,31,102,0
51,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,94.5,171.2,65.5,52.4,2823,0,0,0,0,0,1,0,0,0,0,1,0,0,0,152,0,0,0,0,0,1,0,0,1,27,9,20,10,19,26,50,0
25,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,105.8,192.7,71.4,55.7,2844,0,0,0,1,0,0,0,0,1,0,0,0,0,0,136,0,0,0,0,0,1,0,0,13,24,8.5,4,16,19,25,63,0
15,12,1,0,0,0,1,0,0,0,1,0,0,1,0,0,94.5,165.3,63.8,54.5,1951,0,0,0,1,0,0,0,0,0,1,0,0,0,0,97,0,1,0,0,0,0,0,0,11,21,9.4,43,12,31,37,135,0
51,8,0,0,1,0,0,0,0,0,1,0,0,1,0,0,98.8,177.8,66.5,55.5,2443,0,0,0,1,0,0,0,0,0,1,0,0,0,0,122,0,0,0,1,0,0,0,0,20,23,22.7,41,6,36,42,6,1
49,21,1,1,0,1,0,0,0,0,1,0,0,0,1,0,109.1,188.8,68.9,55.5,3062,0,0,0,1,0,0,0,0,0,1,0,0,0,0,141,0,0,0,0,0,1,0,0,35,15,9.5,7,15,19,25,80,0
51,6,1,0,0,0,1,0,0,1,0,0,0,0,1,0,96,172.6,65.2,51.4,2734,0,0,0,1,0,0,0,0,0,1,0,0,0,0,119,0,0,0,0,0,0,0,1,21,19,9.2,54,10,24,29,9,0
51,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,88.6,168.8,64.1,48.8,2548,1,0,0,0,0,0,0,0,0,1,0,0,0,0,130,0,0,0,0,0,1,0,0,23,4,9,5,10,21,27,31,0
