1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,x
3,17,1,1,0,1,0,0,0,0,1,0,0,1,0,0,99.1,186.6,66.5,56.1,2847,1,0,0,0,0,0,0,0,0,1,0,0,0,0,121,0,0,0,0,0,1,0,0,25,10,9,23,16,19,26,70,0
19,9,1,0,0,0,1,1,0,0,0,0,0,0,1,0,96.6,180.3,70.5,50.8,3685,0,0,0,0,0,1,0,1,0,0,0,0,0,0,234,0,0,0,0,0,1,0,0,22,12,8.3,21,7,16,18,92,0
51,20,1,0,0,0,1,1,0,0,0,0,0,1,0,0,94.5,159.3,64.2,55.6,2254,0,0,0,1,0,0,0,0,0,1,0,0,0,0,109,0,0,0,0,0,1,0,0,13,24,8.5,54,16,24,29,15,0
51,15,1,0,0,0,1,0,1,0,0,0,0,0,1,1,89.5,168.9,65,51.6,2756,0,0,0,0,1,0,0,0,0,0,1,0,0,0,194,0,0,0,0,0,1,0,0,33,8,9.5,31,20,17,25,89,0
2,12,1,0,0,1,0,0,0,0,0,1,0,1,0,0,94.5,170.2,63.8,53.5,2024,0,0,0,1,0,0,0,0,0,1,0,0,0,0,97,0,1,0,0,0,0,0,0,11,21,9.4,43,12,31,37,136,0
13,12,1,0,0,1,0,0,0,0,1,0,0,1,0,0,94.5,165.3,63.8,54.5,1938,0,0,0,1,0,0,0,0,0,1,0,0,0,0,97,0,1,0,0,0,0,0,0,11,21,9.4,43,12,31,37,124,0
51,9,1,0,0,0,1,0,1,0,0,0,0,0,1,0,112,199.2,72,55.4,3715,0,0,0,0,0,1,0,1,0,0,0,0,0,0,304,0,0,0,0,0,1,0,0,36,22,8,29,5,14,16,99,0
26,11,1,1,0,0,1,0,0,1,0,0,0,1,0,0,93,157.3,63.8,50.8,2145,0,0,0,1,0,0,0,0,0,1,0,0,0,0,98,0,0,0,0,0,0,1,0,7,23,7.6,2,16,24,30,142,0
15,12,1,0,0,1,0,0,0,0,1,0,0,1,0,0,100.4,181.7,66.5,55.1,3095,0,0,0,0,0,1,0,0,0,0,1,0,0,0,181,0,0,0,0,0,1,0,0,21,20,9,19,12,17,22,32,1
42,5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,96.5,175.4,62.5,54.1,2372,0,0,0,1,0,0,0,0,0,1,0,0,0,0,110,1,0,0,0,0,0,0,0,11,31,9,52,19,27,33,2,1
46,19,1,0,0,1,0,0,0,0,1,0,0,1,0,0,95.7,166.3,64.4,52.8,2140,0,0,0,1,0,0,0,0,0,1,0,0,0,0,98,0,1,0,0,0,0,0,0,13,9,9,44,8,28,34,171,1
37,21,1,1,0,1,0,0,0,0,0,1,0,0,1,0,104.3,188.8,67.2,57.5,3157,0,0,0,1,0,0,0,0,0,1,0,0,0,0,130,0,0,0,0,0,1,0,0,30,15,7.5,25,11,17,22,72,0
27,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,99.4,176.6,66.4,54.3,2824,0,0,0,1,0,0,0,0,1,0,0,0,0,0,136,0,0,0,0,0,1,0,0,13,24,8,8,16,18,22,61,0
29,15,1,0,0,0,1,0,0,1,0,0,0,0,1,0,94.5,168.9,68.3,50.2,2778,0,0,0,1,0,0,0,0,0,1,0,0,0,0,151,0,0,0,0,0,1,0,0,37,13,9.5,17,16,19,27,78,0
51,15,1,0,0,0,1,0,1,0,0,0,0,0,1,1,89.5,168.9,65,51.6,2756,0,0,0,0,1,0,0,0,0,0,1,0,0,0,194,0,0,0,0,0,1,0,0,33,8,9.5,31,20,17,25,90,0
51,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,94.5,155.9,63.6,52,1874,0,0,0,1,0,0,0,0,0,1,0,0,0,0,90,0,1,0,0,0,0,0,0,7,13,9.6,44,15,38,43,186,0
21,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,93.7,157.3,63.8,50.6,1989,0,0,0,1,0,0,0,0,0,1,0,0,0,0,90,0,1,0,0,0,0,0,0,4,19,9.4,42,16,31,38,120,0
26,13,1,0,0,1,0,0,0,0,1,0,0,0,1,0,107.9,186.7,68.4,56.7,3075,0,0,1,0,0,0,0,0,0,1,0,0,0,0,120,0,0,0,0,0,1,0,0,22,17,8.4,58,10,19,24,54,1
26,13,0,1,0,1,0,0,0,0,1,0,0,0,1,0,107.9,186.7,68.4,56.7,3252,0,0,1,0,0,0,0,0,0,1,0,0,0,0,152,0,0,0,1,0,0,0,0,32,29,21,57,0,28,33,64,1
51,20,1,0,0,1,0,0,0,0,0,1,0,1,0,0,100.4,183.1,66.9,55.1,2563,0,0,0,1,0,0,0,0,0,1,0,0,0,0,109,0,0,0,0,0,1,0,0,13,24,9,53,16,25,31,21,1
45,19,1,0,0,1,0,0,0,0,1,0,0,0,1,0,104.5,187.8,66.5,54.1,3131,1,0,0,0,0,0,0,0,0,0,1,0,0,0,171,0,0,0,0,0,1,0,0,15,22,9.2,22,12,20,24,45,0
51,19,1,0,0,1,0,0,0,0,0,1,0,0,1,0,104.5,187.8,66.5,54.1,3151,1,0,0,0,0,0,0,0,0,0,1,0,0,0,161,0,0,0,0,0,1,0,0,15,22,9.2,22,12,19,24,46,0
3,8,1,0,0,0,1,0,0,1,0,0,0,1,0,0,93.1,159.1,64.2,54.1,1890,0,0,0,1,0,0,0,0,0,1,0,0,0,0,91,0,1,0,0,0,0,0,0,7,15,9,42,10,30,31,102,0
51,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,94.5,171.2,65.5,52.4,2823,0,0,0,0,0,1,0,0,0,0,1,0,0,0,152,0,0,0,0,0,1,0,0,1,27,9,20,10,19,26,50,0
37,19,1,0,0,1,0,0,0,1,0,0,0,1,0,0,95.7,158.7,63.6,54.5,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,92,0,1,0,0,0,0,0,0,8,9,9,40,8,31,38,115,0
0,5,1,0,0,0,1,0,0,1,0,0,0,1,0,0,93.7,150,64,52.6,1837,0,0,0,1,0,0,0,0,0,1,0,0,0,0,79,1,0,0,0,0,0,0,0,2,10,10.1,39,16,38,42,105,0
15,12,1,0,0,0,1,0,0,0,1,0,0,1,0,0,94.5,165.3,63.8,54.5,1918,0,0,0,1,0,0,0,0,0,1,0,0,0,0,97,0,1,0,0,0,0,0,0,11,21,9.4,43,12,31,37,118,0
42,5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,96.5,175.4,65.2,54.1,2465,0,0,0,1,0,0,0,0,0,1,0,0,0,0,110,0,0,0,0,0,1,0,0,11,31,9,1,19,24,28,26,1
9,8,1,0,0,1,0,0,0,1,0,0,0,1,0,0,98.8,177.8,66.5,55.5,2425,0,0,0,1,0,0,0,0,0,1,0,0,0,0,122,0,1,0,0,0,0,0,0,20,23,8.6,50,8,26,32,11,1
46,19,1,0,0,1,0,0,0,0,1,0,0,1,0,0,95.7,166.3,64.4,53,2081,0,0,0,1,0,0,0,0,0,1,0,0,0,0,98,0,1,0,0,0,0,0,0,13,9,9,44,8,30,37,127,1
48,20,1,0,0,1,0,0,0,0,1,0,0,1,0,0,97.3,171.7,65.5,55.7,2275,0,0,0,1,0,0,0,0,0,1,0,0,0,0,109,0,0,0,0,0,1,0,0,13,24,9,51,13,27,34,161,0
31,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,101.2,176.8,64.8,54.3,2395,0,0,0,1,0,0,0,0,0,1,0,0,0,0,108,0,0,0,0,0,1,0,0,24,6,8.8,1,19,23,29,49,0
10,4,1,1,0,0,1,0,0,1,0,0,0,1,0,0,93.7,157.3,63.8,50.8,2128,0,0,0,1,0,0,0,0,0,1,0,0,0,0,98,0,0,0,0,0,1,0,0,7,23,7.6,2,16,24,30,149,0
8,8,1,0,0,1,0,0,0,0,1,0,0,1,0,0,93.1,166.8,64.2,54.1,1945,0,0,0,1,0,0,0,0,0,1,0,0,0,0,91,0,1,0,0,0,0,0,0,7,15,9,42,10,31,38,121,0
