1,2,3,4,5,6,7,8,9,10,11,12,13,14,x
7,150,92,129,136,91,160,137,130,143,141,135,0,0,1
7,117,117,160,202,110,143,113,107,45,81,88,0,0,0
19,110,76,102,88,124,95,190,71,108,91,127,0,0,1
20,57,32,190,19,18,194,190,38,39,59,35,0,0,0
30,149,142,125,95,93,93,78,64,82,59,61,0,0,0
35,96,122,100,80,136,194,190,187,99,87,83,0,0,1
74,125,193,120,156,79,60,116,162,111,195,198,0,0,1
81,162,121,126,139,109,91,78,153,126,152,148,0,0,0
81,173,148,164,156,149,130,142,124,106,135,116,0,0,1
82,97,65,22,202,196,194,190,187,79,195,69,0,0,0
96,129,193,82,97,60,90,92,187,67,195,89,0,0,1
134,199,193,190,202,164,191,187,181,184,134,99,0,0,1
134,194,177,148,180,190,189,176,182,162,78,167,0,0,0
146,153,124,108,160,126,73,42,54,47,111,198,0,0,1
149,85,56,19,62,43,71,70,76,60,30,63,0,0,1
150,100,98,135,148,165,108,170,117,128,170,65,0,0,0
150,189,189,187,196,188,170,180,179,180,172,193,0,0,1
161,178,167,149,202,119,75,123,158,72,157,61,0,0,1
191,84,87,77,46,84,194,190,187,187,195,198,0,0,0
234,105,118,96,123,118,47,100,69,84,147,118,0,0,0
234,29,12,64,202,11,13,16,10,187,195,39,0,0,0
12,191,182,183,178,187,180,175,170,176,184,189,1,0,0
21,120,149,56,122,84,130,154,120,123,128,116,1,0,1
43,32,129,145,145,153,181,149,177,177,180,177,1,0,1
75,186,175,181,185,180,169,171,171,176,182,173,1,0,1
75,199,193,84,100,56,90,126,84,117,195,115,1,0,0
80,181,174,111,176,96,150,163,114,112,123,198,1,0,1
80,138,170,163,168,141,155,161,131,148,142,121,1,0,0
84,50,25,58,47,30,17,50,17,187,195,130,1,0,1
167,70,193,190,202,196,194,190,187,187,195,198,1,0,0
167,114,42,79,44,196,194,58,66,187,195,198,1,0,0
227,109,90,63,124,63,98,48,15,110,195,108,1,0,1
233,126,98,95,141,115,112,137,116,129,130,158,1,0,0
235,189,141,179,182,101,123,190,112,187,137,146,1,0,1
235,199,193,168,193,122,188,190,167,178,147,193,1,0,0
235,111,161,146,202,97,65,58,115,187,126,136,1,0,0
247,199,193,190,202,100,194,190,187,187,195,198,1,0,1
251,146,168,153,155,130,167,143,153,142,143,126,1,0,1
251,79,58,94,63,100,66,76,82,51,73,123,1,0,0
253,139,65,180,137,165,194,111,23,50,93,145,1,0,1
254,17,193,190,202,196,194,19,187,187,195,198,1,0,0
255,158,151,154,127,162,120,162,187,120,178,87,1,0,0
262,111,137,152,165,96,194,121,96,88,64,133,1,0,1
262,95,193,131,93,196,194,61,97,91,97,64,1,0,1
262,8,97,20,30,35,56,36,22,33,24,6,1,0,0
18,133,52,86,193,131,134,96,149,187,92,96,0,1,1
18,154,157,157,179,150,135,76,163,141,133,131,0,1,0
61,116,146,73,109,117,132,156,154,136,156,147,0,1,1
64,72,10,190,202,196,194,190,187,187,195,185,0,1,1
103,199,143,129,185,67,26,134,187,187,195,198,0,1,1
246,199,109,119,132,118,84,38,62,133,85,53,0,1,1
11,27,33,190,202,196,27,23,25,23,38,7,1,1,1
59,71,51,66,84,66,61,66,57,66,19,56,1,1,1
70,199,187,183,197,191,186,177,181,179,193,182,1,1,1
70,135,121,161,178,147,127,145,81,135,111,88,1,1,0
117,40,31,93,33,39,68,90,68,53,129,77,1,1,1
117,163,112,190,202,183,169,150,168,139,126,171,1,1,1
130,199,193,190,202,148,133,190,187,149,174,178,1,1,1
132,66,193,117,202,142,166,168,128,107,150,98,1,1,1
179,148,111,156,81,174,136,156,132,158,179,169,1,1,1
179,65,171,165,162,112,152,160,139,156,158,150,1,1,1
179,175,173,150,156,159,156,139,146,149,163,158,1,1,0
180,22,8,12,11,23,12,17,5,14,8,28,1,1,0
231,23,33,25,51,29,15,3,14,187,16,29,1,1,1
261,38,67,190,202,196,194,190,166,64,195,198,1,1,0
267,113,179,114,106,120,159,173,160,157,149,162,1,1,1
275,187,119,147,140,167,124,190,187,138,195,86,1,1,0
276,167,124,84,134,88,139,126,126,187,139,168,1,1,1
