1,2,3,4,5,6,7,x
4,1,1.44,2.01,2.96,1.27,4.05,0
5,0,2.48,4.61,4.16,2.16,6,0
6,1,0.84,2.39,2.76,0.87,4.17,0
9,1,1.33,2.31,2.53,1.08,3.65,1
15,0,1.13,2.28,0.97,1.66,2.21,0
48,0,0.4,0.34,0.45,0.43,0.44,0
49,0,0.52,0.79,0.42,0.47,0.53,0
52,0,1.62,2.54,0.94,1.59,1.73,0
54,0,0.63,1.31,0.76,0.71,1.28,0
55,0,0.42,1.23,0.13,0.59,0.91,0
56,1,0.64,0.43,1.5,0.24,1.15,0
57,1,0.3,0.69,1.03,0.22,1.88,0
58,0,0.88,1.32,1.87,0.58,2.97,0
59,1,0.76,1.25,1.85,1.36,2.17,0
60,0,1.25,1,2.04,0.71,2.22,0
62,0,1.11,0.8,1.46,1.48,0.4,0
63,0,3.43,2.55,5.08,1.77,4.2,1
66,1,2.53,3.18,3.27,2.68,3.6,1
67,1,0.81,0.89,1.33,0.43,2.18,1
70,1,2.16,2.29,2.12,0.95,1.82,0
96,0,1.22,2,2.13,1.13,2.33,1
100,0,1.67,3.46,1.02,1.89,2.47,1
104,0,0,0.15,0,0.04,0.04,0
105,0,0.44,0.89,0.83,0.38,0.7,0
106,1,0.31,1.15,0.01,0.44,0.66,0
107,0,0.96,0.88,2.65,0.85,1.48,0
108,1,1.04,1.2,1.27,1.39,1.2,0
109,0,0.05,0.06,0.01,0.23,0.1,0
111,0,1.83,2.93,1.8,1.62,3.02,0
112,1,2.24,2.17,4.44,1.05,3.59,0
113,0,2.5,3.99,2.84,2.44,4.48,0
114,1,1.1,1.71,2.05,1.3,4.04,0
118,0,1.09,3.56,0.07,2.26,2.08,0
125,1,1.74,3.45,2.14,1,4.39,1
128,0,2.09,5.23,2.12,2.77,4.44,1
129,1,1.59,3.92,1.38,2.11,3.01,0
130,0,0.66,2.22,0.21,1.41,0.8,0
133,0,0.22,0.62,0.15,0.13,0.42,0
134,1,1.11,1.7,1.32,0.57,1.54,0
135,0,1.76,1.19,2.26,1.04,1.27,0
136,1,5.12,5.25,5.95,3.97,5.37,0
172,0,0.37,0.65,0.31,0.23,0.83,0
173,0,4.97,3.03,1.44,3.14,0.86,0
176,1,2.47,4.7,3.66,1.84,5.36,0
177,1,1.01,2.32,1.14,0.81,2.09,0
178,0,0.55,1.13,1.3,0.34,2.45,0
179,0,0.24,0.61,0.05,0.38,0.9,0
180,1,2.36,1.15,1.84,1.73,2.33,0
182,1,2.23,4.3,1.99,1.9,3.67,0
184,0,1.63,3.31,2.21,2.36,3.25,0
187,0,2.67,6.93,2.74,3.03,6.39,1
188,1,0.36,0.15,0,0.19,0.06,1
190,1,1.36,3.43,1.38,1.86,2.91,1
194,1,0.92,2.09,0.61,0.87,1.35,1
