1,2,3,4,5,6,7,x
4,1,1.44,2.01,2.96,1.27,4.05,0
8,0,0.37,0.84,0.26,0.47,0.9,0
10,0,3.38,5.56,2.76,3.1,5.06,1
14,1,0.76,1.24,0.7,0.67,0.94,1
15,0,1.13,2.28,0.97,1.66,2.21,0
45,0,0.17,0.55,0.13,0.27,0.35,0
47,1,0.78,1.45,0.38,0.58,0.67,0
51,1,0.9,2.45,0.52,1.32,2.18,0
57,1,0.3,0.69,1.03,0.22,1.88,0
59,1,0.76,1.25,1.85,1.36,2.17,0
95,1,1.7,2.18,1.45,1.47,2.2,1
104,0,0,0.15,0,0.04,0.04,0
114,1,1.1,1.71,2.05,1.3,4.04,0
120,1,4.06,6.71,4.34,3.29,6.4,0
125,1,1.74,3.45,2.14,1,4.39,1
127,1,1.91,4.74,1.71,2.03,3.24,1
130,0,0.66,2.22,0.21,1.41,0.8,0
133,0,0.22,0.62,0.15,0.13,0.42,0
177,1,1.01,2.32,1.14,0.81,2.09,0
181,0,2.35,4.29,4.24,1.67,5.48,0
188,1,0.36,0.15,0,0.19,0.06,1
