1,2,3,4,5,6,7,x
2,1,0.74,0.78,1.09,0.79,1.59,0
5,0,2.48,4.61,4.16,2.16,6,0
45,0,0.17,0.55,0.13,0.27,0.35,0
47,1,0.78,1.45,0.38,0.58,0.67,0
57,1,0.3,0.69,1.03,0.22,1.88,0
61,1,1.08,0.99,1.44,1,1.64,0
63,0,3.43,2.55,5.08,1.77,4.2,1
64,1,0.54,0.43,0.66,0.73,0.91,1
68,0,0.39,1.22,0.25,0.46,0.89,1
105,0,0.44,0.89,0.83,0.38,0.7,0
108,1,1.04,1.2,1.27,1.39,1.2,0
113,0,2.5,3.99,2.84,2.44,4.48,0
116,1,1.41,2.99,2.58,1.21,3.95,0
118,0,1.09,3.56,0.07,2.26,2.08,0
119,0,0.79,1.43,1.62,1.16,2.87,0
129,1,1.59,3.92,1.38,2.11,3.01,0
172,0,0.37,0.65,0.31,0.23,0.83,0
173,0,4.97,3.03,1.44,3.14,0.86,0
182,1,2.23,4.3,1.99,1.9,3.67,0
187,0,2.67,6.93,2.74,3.03,6.39,1
193,0,0.02,0.08,0.05,0.02,0.09,1
