1,2,3,4,5,6,7,x
10,0,3.38,5.56,2.76,3.1,5.06,1
15,0,1.13,2.28,0.97,1.66,2.21,0
47,1,0.78,1.45,0.38,0.58,0.67,0
52,0,1.62,2.54,0.94,1.59,1.73,0
61,1,1.08,0.99,1.44,1,1.64,0
62,0,1.11,0.8,1.46,1.48,0.4,0
66,1,2.53,3.18,3.27,2.68,3.6,1
70,1,2.16,2.29,2.12,0.95,1.82,0
99,1,0.71,1.73,0.72,0.99,0.98,1
111,0,1.83,2.93,1.8,1.62,3.02,0
112,1,2.24,2.17,4.44,1.05,3.59,0
123,0,1.53,3.62,1.52,1.62,2.86,1
129,1,1.59,3.92,1.38,2.11,3.01,0
135,0,1.76,1.19,2.26,1.04,1.27,0
171,1,0.12,0.6,0.19,0.28,0.7,0
173,0,4.97,3.03,1.44,3.14,0.86,0
174,1,0.57,1.53,0.3,0.72,1.38,0
179,0,0.24,0.61,0.05,0.38,0.9,0
180,1,2.36,1.15,1.84,1.73,2.33,0
189,0,0.58,1.41,0.96,0.64,1.24,1
193,0,0.02,0.08,0.05,0.02,0.09,1
