1,2,3,4,5,6,7,x
4,1,1.44,2.01,2.96,1.27,4.05,0
12,1,1.42,2.79,1.42,1.08,1.22,1
57,1,0.3,0.69,1.03,0.22,1.88,0
69,0,0.86,1.24,0.69,0.49,0.69,0
102,0,1.79,3.13,1.83,1.82,3.11,0
105,0,0.44,0.89,0.83,0.38,0.7,0
113,0,2.5,3.99,2.84,2.44,4.48,0
114,1,1.1,1.71,2.05,1.3,4.04,0
115,0,1.83,3.87,3.01,1.66,4.56,0
117,1,0.74,1.36,2.22,0.61,2.68,0
119,0,0.79,1.43,1.62,1.16,2.87,0
123,0,1.53,3.62,1.52,1.62,2.86,1
125,1,1.74,3.45,2.14,1,4.39,1
175,0,0.13,0.54,0.11,0.14,0.58,0
177,1,1.01,2.32,1.14,0.81,2.09,0
179,0,0.24,0.61,0.05,0.38,0.9,0
184,0,1.63,3.31,2.21,2.36,3.25,0
189,0,0.58,1.41,0.96,0.64,1.24,1
191,0,1.17,1.65,1.22,2.28,1.58,1
193,0,0.02,0.08,0.05,0.02,0.09,1
194,1,0.92,2.09,0.61,0.87,1.35,1
