1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,x
19,9,1,0,0,0,1,1,0,0,0,0,0,0,1,0,96.6,180.3,70.5,50.8,3685,0,0,0,0,0,1,0,1,0,0,0,0,0,0,234,0,0,0,0,0,1,0,0,22,12,8.3,21,7,16,18,92,0
26,13,0,1,0,1,0,0,0,0,1,0,0,0,1,0,107.9,186.7,68.4,56.7,3197,0,0,1,0,0,0,0,0,0,1,0,0,0,0,152,0,0,0,1,0,0,0,0,32,29,21,57,0,28,33,28,1
37,21,1,1,0,1,0,0,0,0,0,1,0,0,1,0,104.3,188.8,67.2,57.5,3157,0,0,0,1,0,0,0,0,0,1,0,0,0,0,130,0,0,0,0,0,1,0,0,30,15,7.5,25,11,17,22,72,0
51,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,105.8,192.7,71.4,55.7,2954,0,0,0,1,0,0,0,0,1,0,0,0,0,0,136,0,0,0,0,0,1,0,0,13,24,8.5,4,16,19,25,71,0
51,19,1,0,0,1,0,0,0,0,0,1,0,0,1,0,104.5,187.8,66.5,54.1,3151,1,0,0,0,0,0,0,0,0,0,1,0,0,0,161,0,0,0,0,0,1,0,0,15,22,9.2,22,12,19,24,46,0
51,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,94.5,171.2,65.5,52.4,2823,0,0,0,0,0,1,0,0,0,0,1,0,0,0,152,0,0,0,0,0,1,0,0,1,27,9,20,10,19,26,50,0
37,19,1,0,0,1,0,0,0,1,0,0,0,1,0,0,95.7,158.7,63.6,54.5,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,92,0,1,0,0,0,0,0,0,8,9,9,40,8,31,38,115,0
0,5,1,0,0,0,1,0,0,1,0,0,0,1,0,0,93.7,150,64,52.6,1837,0,0,0,1,0,0,0,0,0,1,0,0,0,0,79,1,0,0,0,0,0,0,0,2,10,10.1,39,16,38,42,105,0
15,12,1,0,0,0,1,0,0,0,1,0,0,1,0,0,94.5,165.3,63.8,54.5,1918,0,0,0,1,0,0,0,0,0,1,0,0,0,0,97,0,1,0,0,0,0,0,0,11,21,9.4,43,12,31,37,118,0
42,5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,96.5,175.4,65.2,54.1,2465,0,0,0,1,0,0,0,0,0,1,0,0,0,0,110,0,0,0,0,0,1,0,0,11,31,9,1,19,24,28,26,1
46,19,1,0,0,1,0,0,0,0,1,0,0,1,0,0,95.7,166.3,64.4,53,2081,0,0,0,1,0,0,0,0,0,1,0,0,0,0,98,0,1,0,0,0,0,0,0,13,9,9,44,8,30,37,127,1
49,21,1,0,0,1,0,0,0,0,1,0,0,0,1,0,109.1,188.8,68.9,55.5,2952,0,0,0,1,0,0,0,0,0,1,0,0,0,0,141,0,0,0,0,0,1,0,0,35,15,9.5,7,15,23,28,56,0
42,18,1,0,0,1,0,0,0,0,0,1,1,0,0,0,96.9,173.6,65.4,54.9,2420,0,0,0,0,1,0,0,0,0,1,0,0,0,0,108,0,1,0,0,0,0,0,0,30,3,9,49,8,23,29,153,1
36,19,0,1,0,1,0,0,0,0,1,0,0,1,0,0,102.4,175.6,66.5,54.9,2480,0,0,0,1,0,0,0,0,0,1,0,0,0,0,110,0,0,0,1,0,0,0,0,15,22,22.5,46,5,30,33,5,0
