1,2,3,4,5,6,7,8,9,10,11,12,13,14,x
19,89,130,60,129,79,138,136,108,52,98,146,0,0,1
20,104,100,92,105,94,46,64,81,46,45,85,0,0,1
74,71,154,107,60,196,145,131,133,187,195,128,0,0,1
96,199,193,190,79,161,194,100,48,35,62,198,0,0,1
134,194,177,148,180,190,189,176,182,162,78,167,0,0,0
143,31,70,48,58,196,20,190,187,44,49,61,0,0,0
161,89,33,29,38,196,194,71,23,60,27,27,0,0,0
185,144,193,190,202,196,194,190,183,187,195,198,0,0,1
202,79,163,130,166,140,101,190,187,187,124,170,0,0,1
202,81,91,101,101,99,119,110,75,104,116,86,0,0,0
234,105,118,96,123,118,47,100,69,84,147,118,0,0,0
12,190,169,182,192,171,168,181,145,178,182,198,1,0,1
38,93,80,62,54,1,59,15,90,126,90,31,1,0,1
38,39,46,78,68,28,9,13,20,21,10,38,1,0,0
43,24,15,13,20,19,21,28,24,48,39,32,1,0,0
60,161,181,190,163,153,126,190,143,169,140,153,1,0,1
60,190,162,190,195,196,194,190,159,174,165,191,1,0,1
60,188,172,162,194,170,142,183,140,160,168,175,1,0,0
60,199,170,176,170,172,182,107,187,187,152,126,1,0,1
75,199,193,84,100,56,90,126,84,117,195,115,1,0,0
80,97,110,106,113,113,173,144,157,71,123,149,1,0,1
84,50,25,58,47,30,17,50,17,187,195,130,1,0,1
227,109,90,63,124,63,98,48,15,110,195,108,1,0,1
227,174,128,112,119,81,63,108,110,129,112,113,1,0,1
233,199,160,144,193,160,194,122,187,187,195,198,1,0,1
251,146,168,153,155,130,167,143,153,142,143,126,1,0,1
251,79,58,94,63,100,66,76,82,51,73,123,1,0,0
253,141,145,155,161,113,105,144,128,187,195,198,1,0,1
253,139,65,180,137,165,194,111,23,50,93,145,1,0,1
254,17,193,190,202,196,194,19,187,187,195,198,1,0,0
255,170,165,142,164,163,146,152,161,145,195,163,1,0,1
25,103,166,133,150,122,101,112,79,187,195,198,0,1,0
50,40,111,71,202,196,92,43,79,187,195,198,0,1,1
64,199,193,190,202,196,194,190,187,187,195,198,0,1,1
101,199,193,7,0,196,194,190,187,187,195,198,0,1,1
246,199,109,119,132,118,84,38,62,133,85,53,0,1,1
246,92,116,100,89,107,83,101,98,154,195,125,0,1,0
246,168,69,114,146,169,153,190,134,187,104,170,0,1,1
11,30,193,190,18,52,40,190,35,94,60,51,1,1,1
11,64,72,115,140,125,44,86,43,38,29,58,1,1,0
13,67,90,109,96,112,113,159,93,130,133,127,1,1,0
22,68,88,190,29,33,42,190,28,40,15,51,1,1,1
22,36,19,53,40,8,194,190,50,23,33,70,1,1,1
26,112,78,110,112,132,118,102,55,77,119,117,1,1,0
26,106,95,75,53,41,110,56,44,83,48,73,1,1,1
51,20,50,24,64,69,82,54,51,33,69,198,1,1,1
59,52,35,41,35,82,41,24,95,17,32,26,1,1,1
66,199,66,15,13,14,194,5,15,13,44,80,1,1,1
70,135,121,161,178,147,127,145,81,135,111,88,1,1,0
107,23,93,91,85,97,72,113,103,93,130,104,1,1,0
107,190,89,181,193,171,171,185,157,167,129,179,1,1,1
117,156,153,91,138,63,194,190,187,187,195,198,1,1,0
132,199,40,190,202,65,94,190,187,187,195,40,1,1,0
168,111,77,40,71,88,125,42,101,95,136,198,1,1,1
168,199,83,190,117,105,148,190,187,34,94,198,1,1,1
195,199,193,61,202,196,194,190,101,81,126,198,1,1,1
200,199,193,46,23,42,53,10,187,187,195,198,1,1,1
242,50,84,72,22,80,87,88,83,100,86,81,1,1,1
242,9,6,6,6,13,10,11,6,4,4,9,1,1,0
249,10,193,17,7,196,194,190,86,187,9,21,1,1,1
249,3,193,190,202,196,194,0,2,187,1,17,1,1,0
261,172,193,52,202,110,116,150,187,83,61,150,1,1,1
261,38,67,190,202,196,194,190,166,64,195,198,1,1,0
263,94,11,49,31,196,11,190,9,100,4,198,1,1,1
263,26,45,190,13,26,3,4,65,187,195,198,1,1,1
267,162,155,151,179,185,172,170,172,169,180,184,1,1,1
275,187,119,147,140,167,124,190,187,138,195,86,1,1,0
276,90,120,37,124,109,85,39,84,187,96,23,1,1,1
