1,2,3,4,5,6,7,8,9,10,11,12,13,14,x
7,167,162,177,157,179,175,172,121,143,159,139,0,0,1
7,199,193,93,76,196,65,65,99,65,82,49,0,0,0
19,157,126,190,154,133,83,91,75,165,166,189,0,0,1
20,87,62,43,57,59,24,37,34,30,40,48,0,0,1
30,119,131,123,130,105,89,104,76,42,46,50,0,0,1
74,143,115,66,131,196,194,190,187,187,151,131,0,0,0
74,40,35,59,89,33,99,190,87,62,69,54,0,0,0
81,162,121,126,139,109,91,78,153,126,152,148,0,0,0
82,22,193,35,66,92,194,190,29,187,145,60,0,0,1
96,129,193,82,97,60,90,92,187,67,195,89,0,0,1
134,192,184,188,200,193,193,189,185,182,187,197,0,0,1
146,121,193,155,76,196,96,102,74,139,88,55,0,0,0
149,199,193,52,53,49,67,40,37,29,50,37,0,0,0
150,196,190,190,201,189,190,183,180,181,189,195,0,0,0
161,16,53,117,202,152,121,135,80,116,108,148,0,0,0
202,79,163,130,166,140,101,190,187,187,124,170,0,0,1
202,199,106,67,59,196,119,132,121,91,114,156,0,0,1
234,89,57,190,202,196,194,190,75,187,195,74,0,0,1
60,188,172,162,194,170,142,183,140,160,168,175,1,0,0
75,199,193,190,202,155,151,180,173,164,186,186,1,0,1
75,199,193,84,100,56,90,126,84,117,195,115,1,0,0
80,138,170,163,168,141,155,161,131,148,142,121,1,0,0
84,76,30,36,23,27,5,21,27,18,10,36,1,0,0
167,70,193,190,202,196,194,190,187,187,195,198,1,0,0
167,114,42,79,44,196,194,58,66,187,195,198,1,0,0
221,185,136,112,162,138,176,155,176,163,186,181,1,0,1
227,109,90,63,124,63,98,48,15,110,195,108,1,0,1
235,189,141,179,182,101,123,190,112,187,137,146,1,0,1
247,199,193,190,202,100,194,190,187,187,195,198,1,0,1
251,79,58,94,63,100,66,76,82,51,73,123,1,0,0
252,188,75,158,188,196,48,130,187,187,89,94,1,0,1
252,190,157,132,153,154,114,166,133,87,150,161,1,0,0
253,14,23,42,26,21,35,53,41,87,84,66,1,0,0
262,111,137,152,165,96,194,121,96,88,64,133,1,0,1
262,95,193,131,93,196,194,61,97,91,97,64,1,0,1
18,133,52,86,193,131,134,96,149,187,92,96,0,1,1
50,40,111,71,202,196,92,43,79,187,195,198,0,1,1
61,157,113,98,149,139,128,144,159,125,181,137,0,1,0
64,199,193,190,202,196,194,190,187,187,195,198,0,1,1
101,199,126,70,45,17,194,78,187,24,38,11,0,1,0
103,184,160,175,79,196,166,125,155,14,195,164,0,1,1
103,199,143,129,185,67,26,134,187,187,195,198,0,1,1
103,91,172,182,202,196,194,190,187,187,195,198,0,1,0
207,68,193,190,202,108,194,106,187,187,90,198,0,1,1
246,92,116,100,89,107,83,101,98,154,195,125,0,1,0
246,53,193,57,202,78,44,190,40,187,76,198,0,1,0
270,103,113,126,202,104,194,190,187,187,59,198,0,1,1
272,79,120,147,151,141,128,106,111,135,67,129,0,1,1
8,0,9,0,1,3,194,190,187,187,195,2,1,1,0
11,64,72,115,140,125,44,86,43,38,29,58,1,1,0
26,149,156,80,65,54,82,99,78,121,195,104,1,1,1
27,57,133,52,72,122,90,127,45,90,102,142,1,1,1
27,42,81,139,87,196,194,190,39,187,2,198,1,1,1
51,43,41,190,36,196,30,22,7,187,22,198,1,1,1
107,192,185,187,198,192,185,178,178,179,188,188,1,1,1
117,183,38,148,176,135,114,190,187,187,175,88,1,1,1
117,199,193,169,193,98,162,55,125,187,107,129,1,1,1
130,199,193,190,202,148,133,190,187,149,174,178,1,1,1
132,66,193,117,202,142,166,168,128,107,150,98,1,1,1
168,199,17,18,32,25,31,190,33,56,46,198,1,1,0
195,199,193,61,202,196,194,190,101,81,126,198,1,1,1
195,11,193,190,202,46,194,190,187,20,195,18,1,1,0
200,199,193,190,202,196,37,127,106,187,195,198,1,1,1
231,1,4,8,202,10,0,12,18,1,195,198,1,1,0
242,50,84,72,22,80,87,88,83,100,86,81,1,1,1
242,33,64,190,202,79,45,37,56,28,72,57,1,1,1
276,90,120,37,124,109,85,39,84,187,96,23,1,1,1
276,73,114,82,116,127,108,114,94,105,162,71,1,1,0
