1,2,3,4,5,6,7,x
2,1,0.74,0.78,1.09,0.79,1.59,0
5,0,2.48,4.61,4.16,2.16,6,0
6,1,0.84,2.39,2.76,0.87,4.17,0
7,1,0.37,1.37,1.08,0.85,3.45,0
8,0,0.37,0.84,0.26,0.47,0.9,0
9,1,1.33,2.31,2.53,1.08,3.65,1
10,0,3.38,5.56,2.76,3.1,5.06,1
11,0,0.69,1.46,1.07,0.64,1.95,1
12,1,1.42,2.79,1.42,1.08,1.22,1
13,0,0.44,1.05,0.24,0.44,0.94,1
15,0,1.13,2.28,0.97,1.66,2.21,0
46,1,0.25,0.77,0.1,0.3,0.34,0
47,1,0.78,1.45,0.38,0.58,0.67,0
50,1,2.73,2.09,2.24,4.02,2.52,0
56,1,0.64,0.43,1.5,0.24,1.15,0
64,1,0.54,0.43,0.66,0.73,0.91,1
65,0,0.39,0.44,0.49,0.55,0.51,1
66,1,2.53,3.18,3.27,2.68,3.6,1
68,0,0.39,1.22,0.25,0.46,0.89,1
69,0,0.86,1.24,0.69,0.49,0.69,0
95,1,1.7,2.18,1.45,1.47,2.2,1
97,0,0.07,0.22,0.02,0.08,0.24,1
98,1,0.49,1.07,0.36,0.87,0.57,1
99,1,0.71,1.73,0.72,0.99,0.98,1
101,1,0.73,1.51,0.18,1.42,0.71,0
104,0,0,0.15,0,0.04,0.04,0
105,0,0.44,0.89,0.83,0.38,0.7,0
106,1,0.31,1.15,0.01,0.44,0.66,0
107,0,0.96,0.88,2.65,0.85,1.48,0
108,1,1.04,1.2,1.27,1.39,1.2,0
109,0,0.05,0.06,0.01,0.23,0.1,0
112,1,2.24,2.17,4.44,1.05,3.59,0
115,0,1.83,3.87,3.01,1.66,4.56,0
117,1,0.74,1.36,2.22,0.61,2.68,0
118,0,1.09,3.56,0.07,2.26,2.08,0
127,1,1.91,4.74,1.71,2.03,3.24,1
133,0,0.22,0.62,0.15,0.13,0.42,0
135,0,1.76,1.19,2.26,1.04,1.27,0
136,1,5.12,5.25,5.95,3.97,5.37,0
171,1,0.12,0.6,0.19,0.28,0.7,0
172,0,0.37,0.65,0.31,0.23,0.83,0
173,0,4.97,3.03,1.44,3.14,0.86,0
175,0,0.13,0.54,0.11,0.14,0.58,0
177,1,1.01,2.32,1.14,0.81,2.09,0
178,0,0.55,1.13,1.3,0.34,2.45,0
181,0,2.35,4.29,4.24,1.67,5.48,0
184,0,1.63,3.31,2.21,2.36,3.25,0
187,0,2.67,6.93,2.74,3.03,6.39,1
188,1,0.36,0.15,0,0.19,0.06,1
189,0,0.58,1.41,0.96,0.64,1.24,1
190,1,1.36,3.43,1.38,1.86,2.91,1
191,0,1.17,1.65,1.22,2.28,1.58,1
193,0,0.02,0.08,0.05,0.02,0.09,1
194,1,0.92,2.09,0.61,0.87,1.35,1
